"Date Time","Intersection Street One","Intersection Street Two","Address Street Number","Address Street Name","Number of Motorists","Number of Cyclists","Number of Pedestrians","Number of Injured Individuals","Hospitalizations (estimated)","Neighborhood (estimated)"
"2025 May 05 02:15:00 PM","MASSACHUSETTS AVE","DANA STREET",,,"1","0","1","1","1","Riverside"
"2025 May 05 01:50:00 PM",,,"109","BRATTLE STREET","1","0","0","0","0","West Cambridge"
"2025 May 05 10:24:00 AM",,,"27","RICE ST","1","0","1","1","0","North Cambridge"
"2025 May 05 09:01:00 AM",,,"2","ELLSWORTH","0","0","0","0","0",
"2025 May 05 08:59:00 AM",,,"176","ALEWIFE BROOK PARKWAY","1","1","0","0","0","Cambridge Highlands"
"2025 May 04 12:15:00 PM","HEWS ST","WESTERN AVE",,,"1","0","0","0","0",
"2025 May 04 11:25:00 AM","BRATTLE STREET","RIEDESEL AVENUE",,,"1","0","0","0","0","West Cambridge"
"2025 May 04 10:20:00 AM",,,"1124","MASSACHUSETTS AVENUE","0","0","0","0","0","Riverside"
"2025 May 03 08:51:00 PM",,,"12","PLEASANT STREET","1","0","0","1","1","Riverside"
"2025 May 03 10:30:00 AM",,,"20","COLUMBIA STREET","0","0","0","0","0","The Port"
"2025 May 02 07:25:00 PM","GRANITE ST","BROOKLINE ST",,,"2","0","0","0","0","Cambridgeport"
"2025 May 02 03:40:00 PM",,,"19","DOVER ST","2","0","0","0","0","North Cambridge"
"2025 May 02 01:40:00 PM","MT. AUBURN STREET","PUTNAM AVENUE",,,"2","0","0","0","0","Riverside"
"2025 May 02 11:00:00 AM","MASSACHUSETTS AVE","SOMERVILLE AVE",,,"1","0","0","0","0","North Cambridge"
"2025 May 01 10:14:00 PM","BLAKE STREET","MASSACHUSETTS AVENUE",,,"1","0","1","0","0","Riverside"
"2025 May 01 08:05:00 PM",,,"1611","MASSACHUSETTS AVE","1","0","0","1","1","Baldwin"
"2025 May 01 06:00:00 PM","THIRD","MONSIGNOR OBRIEN",,,"2","0","0","0","1",
"2025 May 01 05:20:00 PM",,,"177","PEMBERTON STREET","2","0","0","0","0","North Cambridge"
"2025 May 01 05:09:00 PM",,,"12","EVERETT STREET","2","0","0","0","0","Baldwin"
"2025 May 01 03:41:00 PM","WESTERN AVE","HOWARD STREET",,,"1","1","0","1","1","Riverside"
"2025 May 01 01:17:00 PM",,,"219","VASSAR STREET","2","0","0","0","0","Area 2/MIT"
"2025 May 01 01:21:00 AM",,,"41","SHERMAN ST","2","0","0","0","0","Neighborhood Nine"
"2025 Apr 30 05:27:00 PM","PUTNAM AVENUE","WESTERN AVENUE",,,"1","0","0","0","0","Riverside"
"2025 Apr 30 05:00:00 PM",,,"55","FRANKLIN STREET","0","0","0","0","0","Cambridgeport"
"2025 Apr 30 01:58:00 PM","WALDEN ST","MASS. AVE.",,,"1","0","0","0","0","North Cambridge"
"2025 Apr 30 09:26:00 AM","FAYETTE ST","BROADWAY",,,"1","0","0","0","0","Mid-Cambridge"
"2025 Apr 30 08:10:00 AM","SPINELLI PLACE","CONCORD AVE",,,"1","4","0","0","0","Cambridge Highlands"
"2025 Apr 30 07:57:00 AM","UPLAND ROAD","MT. PLEASANT STREET",,,"2","0","0","3","3","Neighborhood Nine"
"2025 Apr 29 11:34:00 AM",,,"581","MASSACHUSETTS AVE","2","0","0","0","0","The Port"
"2025 Apr 29 10:52:00 AM",,,"799","CONCORD AVE","1","0","0","1","1","Cambridge Highlands"
"2025 Apr 28 11:29:00 AM",,,"12","TENNEY STREET","0","0","0","0","0","North Cambridge"
"2025 Apr 27 08:53:00 AM",,,"101","FRESH POND PKWY","1","0","0","0","0","West Cambridge"
"2025 Apr 26 04:33:00 PM",,,"3","KINNAIRD STREET","0","0","0","0","0","Riverside"
"2025 Apr 26 01:45:00 PM","MASS. AVE.","BROOKLINE ST.",,,"2","0","0","0","0","Cambridgeport"
"2025 Apr 26 11:28:00 AM",,,"85","BISHOP ALLEN DR","2","0","0","0","0","The Port"
"2025 Apr 25 06:45:00 PM",,,"63","HINGHAM STREET","1","0","0","0","0","Riverside"
"2025 Apr 25 06:38:00 PM",,,"134","MASS AVE","2","0","0","0","0","Area 2/MIT"
"2025 Apr 25 04:40:00 PM","VASSAR ST","MASS AVE",,,"1","1","0","1","0","Area 2/MIT"
"2025 Apr 25 01:30:00 PM",,,"200","ALEWIFE BROOK PARKWAY","1","0","1","1","1","Cambridge Highlands"
"2025 Apr 25 01:24:00 PM","HANCOCK STREET","CENTRE",,,"1","0","0","0","0","Mid-Cambridge"
"2025 Apr 25 08:55:00 AM",,,"27","ESSEX","2","0","0","0","0",
"2025 Apr 24 11:15:00 AM",,,"2","TRAYMORE STREET","1","0","0","0","0","Baldwin"
"2025 Apr 24 07:00:00 AM",,,"330","MT. AUBURN ST","0","0","0","0","0","West Cambridge"
"2025 Apr 23 05:43:00 PM",,,"42","PROSPECT ST","0","1","0","1","0","The Port"
"2025 Apr 23 02:51:00 PM","DEWOLFE STREET","GRANT STREET",,,"1","0","0","1","1","Riverside"
"2025 Apr 23 12:05:00 PM",,,"139","MASSACHUSETTS AVE","0","1","0","1","0","Area 2/MIT"
"2025 Apr 23 09:27:00 AM","SECOND ST","ROGERS ST",,,"1","1","0","1","1","East Cambridge"
"2025 Apr 23 06:29:00 AM",,,"1149","CAMBRIDGE STREET","2","0","0","0","0","Wellington-Harrington"
"2025 Apr 22 05:29:00 PM",,,"675","CONCORD","2","0","0","0","0",
"2025 Apr 22 12:50:00 PM",,,"1","WHITE STREET","2","0","0","0","0","North Cambridge"
"2025 Apr 22 12:44:00 PM","RINDGE AVE","REED ST",,,"1","0","0","1","1",
"2025 Apr 21 06:39:00 PM","CAMBRIDGESD PL","EDWIN H LAND BLVD",,,"2","0","0","0","0",
"2025 Apr 21 04:50:00 PM",,,"101","MAIN STREET","1","0","0","0","0","East Cambridge"
"2025 Apr 20 09:00:00 PM",,,"29","GARDEN STREET","0","0","0","0","0","Neighborhood Nine"
"2025 Apr 20 01:19:00 PM","MEMORIAL DRIVE","MAGAZINE ST","748","MEMORIAL DR","1","0","0","0","0","Cambridgeport"
"2025 Apr 20 10:13:00 AM","WESTERN AVE","FRANKLIN STREET",,,"2","0","0","0","0","Riverside"
"2025 Apr 20 10:04:00 AM",,,"70","BISHOP ALLAN DRIVE","0","0","0","0","0","The Port"
"2025 Apr 19 10:46:00 PM","PROSPECT","HAMPSHIRE ST",,,"2","0","0","1","1","The Port"
"2025 Apr 19 09:28:00 PM",,,"208","HAMPSHIRE STREET","1","0","1","1","1","Mid-Cambridge"
"2025 Apr 19 07:00:00 PM","ST MARY RD","INMAN","90","INMAN","2","0","0","1","1",
"2025 Apr 19 06:00:00 PM",,,"20","CONCORD AVENUE","0","0","0","0","0","West Cambridge"
"2025 Apr 19 05:40:00 PM",,,"49","WHITE STREET","1","0","0","0","0","North Cambridge"
"2025 Apr 19 01:36:00 PM",,,"11","HURLEY STREET","2","0","0","0","0","East Cambridge"
"2025 Apr 19 09:30:00 AM",,,"515","CONCORD AVE","1","0","0","0","0","Cambridge Highlands"
"2025 Apr 19 08:31:00 AM",,,"64","DANA STREET","1","0","0","0","0","Mid-Cambridge"
"2025 Apr 18 06:00:00 PM",,,"581","MASS AVE","1","0","0","0","0","The Port"
"2025 Apr 18 03:38:00 AM","JEFFERSON STREET","MARION STREET",,,"1","0","0","0","0","Wellington-Harrington"
"2025 Apr 17 05:49:00 AM","BRATTLE STREET","APPLETON STREET",,,"1","0","0","0","0","West Cambridge"
"2025 Apr 17 01:30:00 AM","CAMBRIDGE STREET","HAMPSHIRE STREET","1400","CAMBRIDGE ST","1","0","0","0","0","Mid-Cambridge"
"2025 Apr 16 07:35:00 PM","GALILEO GALILEI WAY","MAIN STREET",,,"2","0","0","0","0",
"2025 Apr 16 06:00:00 PM",,,"20","ESSEX ST","0","0","0","0","0","The Port"
"2025 Apr 16 11:00:00 AM",,,"10","GARDEN ST","1","0","0","0","0","West Cambridge"
"2025 Apr 16 10:20:00 AM","QUINCY ST","CAMBRIDGE ST",,,"2","0","0","0","0","Mid-Cambridge"
"2025 Apr 15 08:02:00 PM",,,"151","PUTNAM AVE","2","0","0","0","0","Riverside"
"2025 Apr 15 03:38:00 PM",,,"826","CAMBRIDGE STRRET","2","0","0","1","1",
"2025 Apr 15 03:30:00 PM","FOSTER STREET","SPARKS STREET",,,"0","0","1","0","0","West Cambridge"
"2025 Apr 15 08:20:00 AM","LAKEVIEW AVENUE","BRATTLE STREET",,,"1","0","0","0","0","West Cambridge"
"2025 Apr 15 06:45:00 AM","HINGHAM ST","MEMORIAL DR",,,"0","1","0","1","0","Riverside"
"2025 Apr 14 09:15:00 PM","HAMPSHIRE ST","PROSPECT ST",,,"0","0","0","0","0","The Port"
"2025 Apr 14 12:00:00 AM",,,"1575","CAMBRIDGE ST","1","0","0","0","0","Mid-Cambridge"
"2025 Apr 13 10:12:00 PM",,,"65","SHERMAN ST","2","0","0","0","0","Neighborhood Nine"
"2025 Apr 13 09:01:00 PM","PUTNAM AVE","KINNAIRD STREET",,,"2","0","0","1","1","Riverside"
"2025 Apr 13 08:00:00 PM",,,"404","BROADWAY","0","0","0","0","0","Mid-Cambridge"
"2025 Apr 13 08:00:00 PM","BALLORD PLACE",,,"BALLORD PLACE","0","0","0","0","0",
"2025 Apr 11 10:20:00 PM","MASS AVE","DAY STREET",,,"2","0","0","0","0","North Cambridge"
"2025 Apr 11 05:38:00 PM",,,"1573","CAMBRIDGE ST","2","0","0","3","3","Mid-Cambridge"
"2025 Apr 11 01:45:00 PM","MASSACHUSETTS AVENUE","DAY STREET",,,"3","0","0","1","1","North Cambridge"
"2025 Apr 11 12:00:00 PM",,,"7","CAMBRIDGE AT FULKERSON","0","0","0","0","0",
"2025 Apr 11 08:52:00 AM","WINDSOR STREET","HAMPSHIRE STREET",,,"2","0","0","1","0",
"2025 Apr 11 08:12:00 AM",,,"2","CLINTON ST","1","0","0","0","0","Mid-Cambridge"
"2025 Apr 11 07:05:00 AM","ALBANY STREET","MASSACHUSETTS AVENUE",,,"0","0","0","0","0","Cambridgeport"
"2025 Apr 10 11:46:00 PM","HAMPSHIRE STREET","CARDINAL MEDEIROS",,,"0","1","0","1","0",
"2025 Apr 10 10:27:00 AM","CHURCH STREET","BRATTLE STREET",,"CHURCH STREET","1","0","0","0","0","West Cambridge"
"2025 Apr 10 10:17:00 AM",,,"835","MASS AVE","0","0","0","0","0","Riverside"
"2025 Apr 09 07:58:00 PM","WALDEN","SAVILLE",,,"2","0","0","1","1",
"2025 Apr 09 06:21:00 PM","MASSACHUSETTS AVE","AMHERST",,,"1","1","0","1","1","Area 2/MIT"
"2025 Apr 09 05:01:00 PM",,,"330","MT. AUBURN STREET","1","1","0","1","1","West Cambridge"
"2025 Apr 09 01:11:00 PM",,,"262","GREEN STREET","1","0","0","0","0","Riverside"
"2025 Apr 09 11:16:00 AM",,,"80","FAWCETT STREET","2","0","0","0","0","Cambridge Highlands"
"2025 Apr 09 09:00:00 AM",,,"14","SACRAMENTO STREET","0","0","0","0","0","Baldwin"
"2025 Apr 09 08:52:00 AM",,,"75","AMES ST","0","1","0","0","0","Area 2/MIT"
"2025 Apr 08 06:30:00 PM",,,"118","CLAY ST","0","0","0","0","0","North Cambridge"
"2025 Apr 08 05:00:00 PM",,,"1","WHITE STREET","0","0","0","0","0","North Cambridge"
"2025 Apr 07 04:20:00 PM",,,"205","NORFOLK ST","1","0","0","0","0","The Port"
"2025 Apr 07 04:15:00 PM","MASS AVE","CLARENDON",,,"2","0","0","1","1","North Cambridge"
"2025 Apr 07 01:41:00 PM",,,"679","CONCORD AVENUE","1","0","0","0","0","Cambridge Highlands"
"2025 Apr 07 10:41:00 AM",,,,"HURON AVENUE","1","0","0","0","0",
"2025 Apr 07 10:30:00 AM",,,"2661","MASSACHUSETTS AVE","3","0","0","1","0","Cambridgeport"
"2025 Apr 07 10:06:00 AM",,,"10","ESSEX STREET","1","0","0","0","0","The Port"
"2025 Apr 06 10:50:00 PM",,,"750","MASSACHUSETTS AVE","0","0","0","0","0","Riverside"
"2025 Apr 06 08:46:00 PM","CAMBRIDGE STREET","COLUNBIA STREET",,,"2","0","0","1","0","Wellington-Harrington"
"2025 Apr 06 03:05:00 PM",,,"292","MAIN STREET","2","0","0","1","0","Area 2/MIT"
"2025 Apr 05 06:30:00 PM",,,"1680","MASS. AVE.","1","1","0","1","0","Neighborhood Nine"
"2025 Apr 05 06:15:00 PM",,,"415","MAIN ST","2","0","0","0","0","Area 2/MIT"
"2025 Apr 05 01:38:00 PM","CAMBRIDGE ST","TREMONT ST",,,"1","0","1","1","1","Wellington-Harrington"
"2025 Apr 04 03:20:00 PM",,,"1","CAMBRIDGE ST","0","1","0","1","0","Wellington-Harrington"
"2025 Apr 04 11:17:00 AM",,,"40","ERIE STREET","1","0","0","0","0","Cambridgeport"
"2025 Apr 03 05:16:00 PM",,,"350","WATER STREET","0","0","0","0","0","East Cambridge"
"2025 Apr 03 02:40:00 PM","CAMBRIDGE ST","CAMELIA AVE",,,"1","1","0","1","1","Mid-Cambridge"
"2025 Apr 03 02:30:00 PM",,,"730","MEMORIAL DR","2","0","0","0","0","Cambridgeport"
"2025 Apr 03 11:00:00 AM","BROOKLIINE ST","ALLSTON ST",,,"2","0","0","0","0","Cambridgeport"
"2025 Apr 03 08:12:00 AM","HAMPSHIRE ST","BRISTOL ST",,,"1","1","0","0","0","The Port"
"2025 Apr 02 08:20:00 PM",,,"22","WATER","1","1","0","1","1",
"2025 Apr 02 01:30:00 PM",,,"950","MASSACHUSETTS AVE","0","0","0","0","0","Riverside"
"2025 Apr 02 09:50:00 AM","FAYERWEATHER ST",,"75","FAYERWEATHER ST","2","0","0","0","0","West Cambridge"
"2025 Apr 02 09:20:00 AM",,,,"1 WHITE STREET","1","0","0","0","0",
"2025 Apr 01 05:30:00 PM",,,"33","KIRKLAND STREET","2","0","0","0","0","Baldwin"
"2025 Apr 01 04:35:00 PM","MASSACHUSETTS AVENUE","RUSSELL STREET",,,"2","0","0","0","0",
"2025 Apr 01 03:50:00 PM","PUTNAM AVENUE","FRANKLIN STREET","594","FRANKLIN","1","0","0","0","1",
"2025 Apr 01 02:50:00 PM",,,"1","PEABODY ST","2","0","0","0","0",
"2025 Apr 01 02:50:00 PM","BROADWAY","PROSPECT ST",,,"2","0","0","0","0","The Port"
"2025 Apr 01 02:30:00 PM",,,"104","OXFORD STREET","2","0","0","1","1","Baldwin"
"2025 Apr 01 02:00:00 PM","CHARLES ST.","SCIARAPPA ST",,,"1","0","0","0","0","East Cambridge"
"2025 Apr 01 12:00:00 PM",,,,,"1","0","0","0","0",
"2025 Mar 31 10:47:00 AM",,,"1747","MASSACHUSETTS AVENUE","1","0","0","0","0","Riverside"
"2025 Mar 31 10:00:00 AM","ELLERY ST","ROBERTS ROAD",,,"1","0","0","0","0",
"2025 Mar 31 08:53:00 AM","PORTLAND STREET","BROADWAY",,,"2","0","0","1","1","The Port"
"2025 Mar 31 05:07:00 AM","BRATTLE STEET",,"30","BRATTLE STREET","1","0","0","0","0","West Cambridge"
"2025 Mar 30 04:24:00 PM","SECOND STREET","THORNDIKE STREET",,,"2","0","0","0","0","East Cambridge"
"2025 Mar 30 02:00:00 AM","RIVER ST","GREEN ST",,,"1","0","0","0","0",
"2025 Mar 29 09:33:00 PM",,,"1200","MASSACHUSETTS AVENUE","2","0","0","0","0","Riverside"
"2025 Mar 29 05:15:00 PM",,,"19","DAVENPORT","2","0","0","0","0",
"2025 Mar 29 03:11:00 PM","GARDEN STREET","MASON STREET",,,"1","0","0","0","0","West Cambridge"
"2025 Mar 29 11:10:00 AM",,,"399","BINNEY ST","1","0","0","0","0","Wellington-Harrington"
"2025 Mar 29 11:08:00 AM",,,"320","BROOKLINE STREET","0","0","0","0","0","Cambridgeport"
"2025 Mar 28 02:47:00 PM","BROADWAY","ELLSWORTH AVENUE",,,"2","0","0","0","0",
"2025 Mar 28 10:51:00 AM",,,"41","DICKINSON STREET","1","0","0","0","0","The Port"
"2025 Mar 28 07:29:00 AM",,,"43","REGENT STREET","1","0","0","0","0","North Cambridge"
"2025 Mar 27 10:55:00 PM","MASSACHUSETTS AVE","ARROW ST",,,"2","0","0","0","0","Mid-Cambridge"
"2025 Mar 27 08:00:00 PM",,,"21","CHARLES STREET","0","0","0","0","0","East Cambridge"
"2025 Mar 27 06:45:00 PM",,,"350","KENDALL STREET","0","0","0","0","0","East Cambridge"
"2025 Mar 27 03:17:00 PM",,,"83","TROWBRIDGE ST","2","0","0","0","0","Mid-Cambridge"
"2025 Mar 27 01:00:00 PM",,,,"CAMBRIGE ST","1","0","0","0","0",
"2025 Mar 27 11:30:00 AM",,,"1","SCIENCE PARK","1","0","0","0","0","East Cambridge"
"2025 Mar 27 10:45:00 AM",,,"56","CEDAR STREET","2","0","0","0","0","North Cambridge"
"2025 Mar 27 05:05:00 AM","WESTERN AVE","JAY STREET",,,"2","0","0","1","0",
"2025 Mar 26 07:07:00 PM",,,"1430","MASSACHUSETTS AVENUE","1","1","0","0","0","West Cambridge"
"2025 Mar 26 06:48:00 PM",,,"7","GARDEN STREET","2","0","0","0","0","Neighborhood Nine"
"2025 Mar 26 05:30:00 PM","DUDLEY STREET","CEDAR STREET",,,"1","0","0","2","2","North Cambridge"
"2025 Mar 26 02:39:00 PM","CALLENDER ST","MAGEE ST",,,"1","0","0","0","0","Riverside"
"2025 Mar 26 01:34:00 PM",,,"581","MASSACHUSETTS AVENUE","1","1","0","1","0","The Port"
"2025 Mar 26 08:04:00 AM",,,"152","HURON AVENUE","1","0","0","0","1","Neighborhood Nine"
"2025 Mar 25 10:11:00 PM",,,,"GARDEN STREET","1","0","0","0","0",
"2025 Mar 25 05:06:00 PM",,,"36","WHITE STREET","0","0","0","0","0","North Cambridge"
"2025 Mar 25 04:29:00 PM",,,"243","HARVARD STREET","2","0","0","0","0","The Port"
"2025 Mar 25 03:40:00 PM","FRANKLIN STREET","PEARL STREET",,,"0","0","1","0","0","Cambridgeport"
"2025 Mar 25 02:51:00 PM","ROBERTS RD","CAMBRIDGE ST",,,"2","0","0","0","0","Mid-Cambridge"
"2025 Mar 25 02:12:00 PM","PUTNAM AVENUE","ALLSTON STREET",,,"2","0","0","1","0","Cambridgeport"
"2025 Mar 25 09:30:00 AM",,,"330","MT. AUBURN STREET","0","0","0","0","0","West Cambridge"
"2025 Mar 25 09:10:00 AM","MEMORIAL DRIVE","VASSAR STREET",,,"0","0","1","1","0","Area 2/MIT"
"2025 Mar 25 06:30:00 AM",,,"57","GROZIER RD","0","0","0","0","0","West Cambridge"
"2025 Mar 25 12:46:00 AM","MASSACHUSETTS AVENUE","PLEASANT STREET",,,"1","0","0","0","0","Riverside"
"2025 Mar 24 08:55:00 PM","BRISTOL STREET","HAMPSHIRE STREET",,,"2","0","0","1","1","The Port"
"2025 Mar 24 07:26:00 PM",,,"0","LOT 9 GREEN ST","0","0","0","0","0",
"2025 Mar 24 02:12:00 PM",,,"11","GARDEN STREET","1","0","0","0","0","West Cambridge"
"2025 Mar 24 08:50:00 AM",,,"1","BENNETT STREET","0","0","0","0","0","West Cambridge"
"2025 Mar 24 08:44:00 AM",,,"60","BRISTOL ST.","0","0","0","0","0","Wellington-Harrington"
"2025 Mar 23 10:45:00 PM","PORTLAND ST","MAIN ST",,,"1","1","0","1","0","The Port"
"2025 Mar 23 04:30:00 PM","BRATTLE STREET","JAMES STREET",,,"1","1","0","1","0","West Cambridge"
"2025 Mar 23 12:49:00 AM","BROOKLINE STREET","PUTNAM AVE",,,"2","0","0","2","0","Cambridgeport"
"2025 Mar 22 07:55:00 PM","HAMPSHIRE STREET","WEBSTER AVENUE",,,"1","0","0","1","0","Wellington-Harrington"
"2025 Mar 22 04:15:00 PM","CONCORD AVE","SMITH PLACE",,,"2","0","0","0","0","Cambridge Highlands"
"2025 Mar 21 08:37:00 PM",,,"2100","MASSACHUSETTS AVE","2","0","0","0","0","North Cambridge"
"2025 Mar 21 08:27:00 PM","MAGAZINE STREET","FRANKLIN STREET",,,"1","0","0","0","0","Cambridgeport"
"2025 Mar 21 08:12:00 PM",,,"321","MT AUBURN ST","1","1","0","1","0","West Cambridge"
"2025 Mar 21 12:15:00 PM",,,"2325","MASSACHUSETTS AVENUE","1","0","0","0","0","North Cambridge"
"2025 Mar 21 01:21:00 AM","MASSACHUSETTS AVE","VASSAR STREET",,,"3","0","0","2","2","Area 2/MIT"
"2025 Mar 20 06:00:00 PM","BROADWAY","PROSPECT",,,"1","1","0","1","0","The Port"
"2025 Mar 20 04:57:00 PM",,,"110","MOUNT AUBURN ST","1","0","0","1","1","West Cambridge"
"2025 Mar 20 03:05:00 PM",,,"35","HOVEY AVE","1","0","0","0","0","Mid-Cambridge"
"2025 Mar 20 09:44:00 AM",,,"1","OXFORD STREET","2","0","0","0","0","Mid-Cambridge"
"2025 Mar 19 11:00:00 PM","BIGELOW STREET","DORTHY DOTTIE DOYLE WAY",,,"0","0","0","0","0",
"2025 Mar 19 05:50:00 PM",,,"208","HAMPSHIRE ST","1","1","0","1","1","Mid-Cambridge"
"2025 Mar 19 02:55:00 PM",,,"124","RINDGE AVENUE","1","0","0","0","0","North Cambridge"
"2025 Mar 19 01:31:00 PM",,,"91","KIRKLAND STREET","0","0","0","0","0","Baldwin"
"2025 Mar 19 03:00:00 AM",,,"130","CAMBRIDGEPARK DRIVE","0","0","0","0","0","North Cambridge"
"2025 Mar 19 12:43:00 AM",,,"2","EDUCATION CIRCLE","1","0","0","0","0","East Cambridge"
"2025 Mar 18 06:10:00 PM","BINNEY STREET","SECOND STREET",,,"0","1","0","1","0","East Cambridge"
"2025 Mar 18 08:08:00 AM",,,"1337","CAMBRIDGE STREET","2","0","0","0","0","Wellington-Harrington"
"2025 Mar 17 09:00:00 PM",,,"12","DOUGLAS STREET","0","0","0","0","0","The Port"
"2025 Mar 17 02:50:00 PM","CAMBRIDGE ST","SUMNER RD",,,"1","1","0","1","0","Mid-Cambridge"
"2025 Mar 17 10:55:00 AM",,,"27","COPLEY STREET","0","0","0","0","0","Neighborhood Nine"
"2025 Mar 17 01:00:00 AM",,,"22","BISHOP ALLEN DRIVE","1","0","0","0","0","The Port"
"2025 Mar 16 10:50:00 AM","GREEN ST","PLEASANT ST",,,"1","0","0","0","0","Riverside"
"2025 Mar 15 02:11:00 PM","MASSACHUSETTS AVE","WALDEN ST",,,"2","0","0","0","0","North Cambridge"
"2025 Mar 15 01:40:00 PM","GARDEN STREET","CHAUNCY STREET",,,"1","0","0","1","0","Neighborhood Nine"
"2025 Mar 15 09:00:00 AM",,,"330","BROADWAY","0","0","0","0","0","Mid-Cambridge"
"2025 Mar 14 08:10:00 PM","MASS AVE","MASS AVE",,,"1","0","0","0","0",
"2025 Mar 14 05:13:00 PM","SHERMAN STREET","STEARNS STREET",,,"2","0","0","0","0","Neighborhood Nine"
"2025 Mar 14 03:32:00 PM","WALDEN ST","SHERMAN ST",,,"2","0","0","1","1","Neighborhood Nine"
"2025 Mar 14 08:50:00 AM","MAGAZINE STREET","FRANKLIN STREET",,,"1","0","0","0","0","Cambridgeport"
"2025 Mar 14 08:37:00 AM","PUTNAM AVENUE","MAGAZINE STREET",,,"1","0","0","0","0","Cambridgeport"
"2025 Mar 13 10:05:00 PM",,,"6","EVERETT STREET","1","0","0","0","0","Baldwin"
"2025 Mar 13 11:55:00 AM",,,"52","FAYERWEATHER","1","0","0","0","0",
"2025 Mar 13 10:31:00 AM",,,"56","HANCOCK STREET","2","0","0","0","0","Riverside"
"2025 Mar 13 10:03:00 AM",,,,"MOUNT AUBURN STREET","1","0","1","0","0",
"2025 Mar 12 09:00:00 PM",,,,"MT AUBURN ST","2","0","0","0","0",
"2025 Mar 12 08:20:00 AM","PEMBERTON STREET","SHERMAN STREET",,,"1","0","0","0","0","North Cambridge"
"2025 Mar 11 10:45:00 AM",,,"625","MT AUBURN ST","1","0","0","0","0","West Cambridge"
"2025 Mar 11 08:50:00 AM",,,"34","FOSTER STREET","0","0","0","0","0","West Cambridge"
"2025 Mar 11 08:13:00 AM","SIDNEY STREET","GREEN STREET",,,"1","1","0","0","0","Cambridgeport"
"2025 Mar 10 06:25:00 PM",,,"200","ALEWIFE BROOK PARKWAY","0","0","0","0","0","Cambridge Highlands"
"2025 Mar 10 03:55:00 PM",,,,"RIVER ST","1","0","0","0","0",
"2025 Mar 10 11:20:00 AM",,,"1848","MASS. AVE.","2","0","0","0","0","Riverside"
"2025 Mar 10 10:50:00 AM",,,"260","PUTNAM AVE","1","0","0","0","0","Riverside"
"2025 Mar 10 09:30:00 AM",,,"517","CONCORD AVENUE","1","1","0","1","0","Cambridge Highlands"
"2025 Mar 10 12:00:00 AM",,,"950","MASSACHUSETTS AVE","2","0","0","0","0","Riverside"
"2025 Mar 09 02:06:00 PM","CONCORD ABVE","CRAIGIE ST",,,"2","0","0","0","0","Neighborhood Nine"
"2025 Mar 09 12:00:00 PM",,,"10","GARDEN STREET","2","0","0","0","0","West Cambridge"
"2025 Mar 09 08:00:00 AM",,,"7","WEBSTER AVE","0","0","0","0","0","Wellington-Harrington"
"2025 Mar 09 12:10:00 AM","OXFORD ST","SACRAMENTO ST",,,"1","0","0","0","0","Baldwin"
"2025 Mar 08 04:55:00 PM","HAMPSHIRE","COLUMBIA",,,"1","0","0","0","0",
"2025 Mar 08 09:00:00 AM","MASSACHUSETTS AVE","PEABODY STREET",,,"2","0","0","0","0","Mid-Cambridge"
"2025 Mar 08 06:21:00 AM",,,"929","MASS AVE","1","0","0","0","0","Mid-Cambridge"
"2025 Mar 07 05:30:00 PM","ALEWIFE BROOK PKWY","RINDGE AVE",,,"2","0","0","0","0","North Cambridge"
"2025 Mar 07 04:06:00 PM","WESTERN AVE","HOWARD STREET",,,"2","0","0","0","1","Riverside"
"2025 Mar 07 03:31:00 PM","GREEN STREET","PUTNAM AVENUE",,,"1","0","1","0","0","Riverside"
"2025 Mar 07 12:34:00 PM",,,"210","BROOKLINE STREET","1","0","0","0","0","Cambridgeport"
"2025 Mar 07 07:42:00 AM",,,"341","MT. AUBURN STREET","2","0","0","1","1","West Cambridge"
"2025 Mar 06 07:45:00 PM","CONCORD AVE","SMITH PL",,,"1","0","0","0","1","Cambridge Highlands"
"2025 Mar 06 07:01:00 PM","COLUMBIA ST","COLUMBIA TER",,,"1","0","1","0","0","The Port"
"2025 Mar 06 06:34:00 PM","PUTNAM AVE","FLAGG ST",,,"1","0","1","1","1","Riverside"
"2025 Mar 06 04:45:00 PM",,,"35","HOVEY AVENUE","2","0","0","0","0","Mid-Cambridge"
"2025 Mar 06 02:16:00 PM","BROADWAY","PROSPECT",,,"2","0","0","0","0","The Port"
"2025 Mar 06 01:35:00 PM","CAMBRIDGE STREET","7TH STREET",,,"0","0","0","1","0",
"2025 Mar 06 08:57:00 AM","HAMPSHIRE STREET","WEBSTER AVENUE",,,"2","0","0","0","0","Wellington-Harrington"
"2025 Mar 05 03:52:00 PM",,,"2395","MASSACHUSETTS AVENUE","1","1","0","0","0","North Cambridge"
"2025 Mar 05 06:30:00 AM",,,"699","MT AUBURN ST","0","0","0","0","0","West Cambridge"
"2025 Mar 04 08:14:00 PM",,,"795","MASSACHUSETTS AVENUE","2","0","0","0","0","Mid-Cambridge"
"2025 Mar 04 06:00:00 PM",,,"21","LAMBERT STREET","0","0","0","0","0","East Cambridge"
"2025 Mar 04 02:51:00 PM",,,"189","VASSAR STREET","1","0","1","1","1","Area 2/MIT"
"2025 Mar 04 02:20:00 PM",,,"49","WHITE STREET","0","0","0","0","0","North Cambridge"
"2025 Mar 04 10:20:00 AM",,,"517","CONCORD AVENUE","1","0","0","2","0","Cambridge Highlands"
